example_key,drug_set,condition_id_norm,mechanism_category,mechanism_confidence,needs_human_review,rationale_short,llm_model,prompt_version,classified_at_utc,from_cache
CHEBI:4470|CHEBI:8093||HP:0012735,"['CHEBI:4470', 'CHEBI:8093']",HP:0012735,mechanistically_synergistic,0.9,False,Phenylephrine is a decongestant and Dextromethorphan is a cough suppressant; both target symptoms of cough.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:6923|PUBCHEM.COMPOUND:71586946||MONDO:0006608,"['CHEBI:6923', 'PUBCHEM.COMPOUND:71586946']",MONDO:0006608,mechanistically_synergistic,0.85,True,"Miconazole is an antifungal used for seborrheic dermatitis; the second drug likely supports antifungal or anti-inflammatory effects, indicating joint therapeutic intent.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:27594|CHEBI:81916|DRUGBANK:DB14016||MONDO:0000004,"['CHEBI:27594', 'CHEBI:81916', 'DRUGBANK:DB14016']",MONDO:0000004,other,0.6,True,"Ox bile extract and pancrelipase are digestive aids, graphite is not a standard treatment for adrenocortical insufficiency; unclear mechanistic synergy or side effect relief.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:17154|CHEBI:17439|CHEBI:18385|CHEBI:27470||MONDO:0100192,"['CHEBI:17154', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:27470']",MONDO:0100192,common_comorbidity,0.85,False,"Vitamins (Nicotinamide, Thiamine, Cyanocobalamin, Folic acid) are often used to address nutritional deficiencies common in liver failure rather than directly targeting liver failure mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:12777|CHEBI:16709|CHEBI:17015|CHEBI:17154|CHEBI:17439|CHEBI:18145|CHEBI:18385|CHEBI:22652|CHEBI:23414|CHEBI:27300|CHEBI:27470|CHEBI:28125|CHEBI:28364|CHEBI:28741|CHEBI:29035|CHEBI:32036|CHEBI:32599|CHEBI:3311|CHEBI:36560|CHEBI:53470|CHEBI:75215|CHEBI:7916|UNII:SFW1D987QV||MONDO:0000755,"['CHEBI:12777', 'CHEBI:16709', 'CHEBI:17015', 'CHEBI:17154', 'CHEBI:17439', 'CHEBI:18145', 'CHEBI:18385', 'CHEBI:22652', 'CHEBI:23414', 'CHEBI:27300', 'CHEBI:27470', 'CHEBI:28125', 'CHEBI:28364', 'CHEBI:28741', 'CHEBI:29035', 'CHEBI:32036', 'CHEBI:32599', 'CHEBI:3311', 'CHEBI:36560', 'CHEBI:53470', 'CHEBI:75215', 'CHEBI:7916', 'UNII:SFW1D987QV']",MONDO:0000755,other,0.6,True,Multiple vitamins and minerals listed with ectopic pregnancy; no clear mechanistic synergy or side effect relief; likely supplementation or supportive care.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:52010|CHEBI:9667||MONDO:0005324,"['CHEBI:52010', 'CHEBI:9667']",MONDO:0005324,mechanistically_synergistic,0.9,False,Chlorphenamine is an antihistamine and Triamcinolone is a corticosteroid; both target allergic inflammation in hay fever.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16709|CHEBI:51380||HP:0002017,"['CHEBI:16709', 'CHEBI:51380']",HP:0002017,mechanistically_synergistic,0.9,False,"Pyridoxine and doxylamine are commonly combined to treat nausea and vomiting, especially in pregnancy, targeting the same condition.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:51209|CHEBI:5855||UMLS:C0852402,"['CHEBI:51209', 'CHEBI:5855']",UMLS:C0852402,mechanistically_synergistic,0.85,False,"Ibuprofen is an analgesic and anti-inflammatory, pseudoephedrine is a decongestant; both can be used together to relieve headache symptoms, suggesting synergistic therapeutic intent.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:32219|CHEBI:4470|CHEBI:8093||HP:0012735,"['CHEBI:32219', 'CHEBI:4470', 'CHEBI:8093']",HP:0012735,mechanistically_synergistic,0.9,False,"Thonzylamine hydrochloride (antihistamine), Phenylephrine (decongestant), and Dextromethorphan (cough suppressant) are commonly combined to treat cough symptoms via complementary mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:28674|CHEBI:52010||UMLS:C0235263,"['CHEBI:28674', 'CHEBI:52010']",UMLS:C0235263,mechanistically_synergistic,0.9,False,Chlorphenamine is an antihistamine and Tetryzoline is a vasoconstrictor; both address symptoms of conjunctival congestion.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:134850|CHEBI:17439|CHEBI:31749|CHEBI:41879|CHEBI:6456||UMLS:C3495832,"['CHEBI:134850', 'CHEBI:17439', 'CHEBI:31749', 'CHEBI:41879', 'CHEBI:6456']",UMLS:C3495832,mechanistically_synergistic,0.8,False,"Drugs include anti-inflammatory (Kebuzone, Dexamethasone) and analgesic agents (Lidocaine), commonly used together to treat rheumatic disorders by targeting inflammation and pain.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:5778|CHEBI:6541||HP:0001712,"['CHEBI:5778', 'CHEBI:6541']",HP:0001712,mechanistically_synergistic,0.95,False,"Losartan and Hydrochlorothiazide are commonly combined to treat hypertension and reduce cardiac workload, addressing left ventricular hypertrophy mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:135636|CHEBI:16709|CHEBI:17439|CHEBI:6759||UMLS:C0948824,"['CHEBI:135636', 'CHEBI:16709', 'CHEBI:17439', 'CHEBI:6759']",UMLS:C0948824,common_comorbidity,0.85,False,"Drugs include vitamins (Fursultiamine, Pyridoxine, Cyanocobalamin) often used to treat anemia or related deficiencies; Mepivacaine is a local anesthetic likely used for procedures causing blood loss, indicating co-occurring treatment rather than synergistic mechanism.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:27470|CHEBI:31607||MONDO:0010621,"['CHEBI:27470', 'CHEBI:31607']",MONDO:0010621,mechanistically_synergistic,0.9,False,"Ferrous fumarate and folic acid are often co-administered to address anemia and support metabolic needs in CHILD syndrome, targeting disease-related deficiencies.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:17650|CHEBI:8357||MONDO:0002735,"['CHEBI:17650', 'CHEBI:8357']",MONDO:0002735,other,0.6,True,Hydrocortisone is a corticosteroid; Pramocaine is a local anesthetic; no clear mechanistic synergy or common comorbidity with anal canal adenocarcinoma.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:30769|CHEBI:31206|CHEBI:4046|CHEBI:46195||UMLS:C0852402,"['CHEBI:30769', 'CHEBI:31206', 'CHEBI:4046', 'CHEBI:46195']",UMLS:C0852402,mechanistically_synergistic,0.8,True,Acetaminophen is a common analgesic for headaches; other drugs may support symptom relief or enhance effect.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:2549|CHEBI:5551||HP:0030828,"['CHEBI:2549', 'CHEBI:5551']",HP:0030828,mechanistically_synergistic,0.9,False,Albuterol is a bronchodilator and Guaifenesin is an expectorant; both target symptoms of wheezing.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:51209|CHEBI:5551||MONDO:0005324,"['CHEBI:51209', 'CHEBI:5551']",MONDO:0005324,mechanistically_synergistic,0.9,False,"Guaifenesin (expectorant) and Pseudoephedrine (decongestant) both target symptoms of hay fever, providing complementary relief.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:4636|CHEBI:5551|CHEBI:85537|CHEBI:94484||HP:0012735,"['CHEBI:4636', 'CHEBI:5551', 'CHEBI:85537', 'CHEBI:94484']",HP:0012735,mechanistically_synergistic,0.85,False,"All drugs are used to treat cough symptoms via complementary mechanisms (antitussive, expectorant, antihistamine, mucolytic).",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:37924|CHEBI:72291||UniProtKB:A0A8D1B937,"['CHEBI:37924', 'CHEBI:72291']",UniProtKB:A0A8D1B937,mechanistically_synergistic,0.9,False,"Cobicistat is a pharmacokinetic enhancer used with Atazanavir, an antiretroviral drug, jointly targeting HIV treatment mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:15948|CHEBI:16709|CHEBI:17439|CHEBI:18145|CHEBI:18145|CHEBI:27363|CHEBI:27470|CHEBI:27568|UNII:J7WWH9M8QS||MONDO:0042976,"['CHEBI:15948', 'CHEBI:16709', 'CHEBI:17439', 'CHEBI:18145', 'CHEBI:18145', 'CHEBI:27363', 'CHEBI:27470', 'CHEBI:27568', 'UNII:J7WWH9M8QS']",MONDO:0042976,common_comorbidity,0.85,False,"The drugs are vitamins and supplements commonly used to treat vitamin B deficiency, which may co-occur with the indexed disease rather than directly targeting it.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:32139|CHEBI:63036||UniProtKB:A0A6Q2X383,"['CHEBI:32139', 'CHEBI:63036']",UniProtKB:A0A6Q2X383,other,0.6,True,Drugs are electrolytes often used for acid-base balance; unclear direct mechanistic synergy with the specific protein disease target.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:5778|CHEBI:5959||HP:0002757,"['CHEBI:5778', 'CHEBI:5959']",HP:0002757,common_comorbidity,0.85,False,Irbesartan and Hydrochlorothiazide are antihypertensives often co-prescribed; recurrent fractures are not their direct target but may co-occur in patients with hypertension or related conditions.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:4470|CHEBI:85537||HP:0012735,"['CHEBI:4470', 'CHEBI:85537']",HP:0012735,mechanistically_synergistic,0.85,False,"Both drugs are used to treat cough symptoms, likely acting synergistically to relieve cough.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:44185|UNII:7D0YB67S97||MONDO:0020546,"['CHEBI:44185', 'UNII:7D0YB67S97']",MONDO:0020546,mechanistically_synergistic,0.9,False,Abatacept and Methotrexate are often combined to treat acute graft versus host disease by modulating immune response synergistically.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:52010|CHEBI:8093||MONDO:0005324,"['CHEBI:52010', 'CHEBI:8093']",MONDO:0005324,mechanistically_synergistic,0.95,False,Chlorphenamine (antihistamine) and phenylephrine (decongestant) are commonly combined to treat hay fever symptoms synergistically.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:172943|CHEBI:31536|CHEBI:90923||CHEBI:91326,"['CHEBI:172943', 'CHEBI:31536', 'CHEBI:90923']",CHEBI:91326,mechanistically_synergistic,0.95,False,"Bictegravir, tenofovir alafenamide fumarate, and emtricitabine are combined as antiretroviral therapy targeting HIV (CHEBI:91326).",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:28674|CHEBI:35176||HP:0025337,"['CHEBI:28674', 'CHEBI:35176']",HP:0025337,mechanistically_synergistic,0.85,False,"Tetryzoline is a vasoconstrictor reducing redness; zinc sulfate supports eye health, both targeting red eye symptoms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:3207|CHEBI:90959||MONDO:0004849,"['CHEBI:3207', 'CHEBI:90959']",MONDO:0004849,mechanistically_synergistic,0.9,False,Tiotropium bromide (bronchodilator) and Budesonide (corticosteroid) are commonly combined to treat emphysema by improving airflow and reducing inflammation.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:135538|CHEBI:5088||MONDO:0005297,"['CHEBI:135538', 'CHEBI:5088']",MONDO:0005297,other,0.6,True,Flavoxate is used for urinary tract symptoms; Propyphenazone is an analgesic. No clear mechanistic synergy or side effect relief for urethritis.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:31536|CHEBI:63717|CHEBI:68602||UniProtKB:A0A8D1B937,"['CHEBI:31536', 'CHEBI:63717', 'CHEBI:68602']",UniProtKB:A0A8D1B937,mechanistically_synergistic,0.9,False,"The drugs Tenofovir disoproxil, rilpivirine hydrochloride, and Emtricitabine are antiretrovirals often used together to treat HIV, indicating a synergistic mechanism targeting the disease.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16914|CHEBI:34764||MONDO:0004980,"['CHEBI:16914', 'CHEBI:34764']",MONDO:0004980,mechanistically_synergistic,0.85,False,Salicylic acid and flumethasone are used together to treat atopic eczema by combining keratolytic and anti-inflammatory effects.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:30769|CHEBI:85537||HP:0012735,"['CHEBI:30769', 'CHEBI:85537']",HP:0012735,other,0.6,True,Sulfogaiacol and citric acid are used for cough but do not have a clear mechanistic synergy or side effect relief relationship; could be symptomatic treatment.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:44185|UNII:NU90V55F8I||MONDO:0100345,"['CHEBI:44185', 'UNII:NU90V55F8I']",MONDO:0100345,other,0.7,True,Methotrexate and Sarilumab are used for MONDO:0100345 but lactose intolerance is unrelated; no clear mechanistic synergy or side effect relief.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:367163|CHEBI:72291||MONDO:0005109,"['CHEBI:367163', 'CHEBI:72291']",MONDO:0005109,mechanistically_synergistic,0.95,False,Cobicistat is a pharmacokinetic enhancer that boosts Darunavir levels; both are used together to treat HIV infection effectively.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:5108|UNII:WA1RT89G9X||MONDO:0002519,"['CHEBI:5108', 'UNII:WA1RT89G9X']",MONDO:0002519,other,0.6,True,Fluocinolone is a corticosteroid and Ketocaine is a local anesthetic; their combination likely targets symptom relief in anus disorder but not clearly mechanistically synergistic or side effect relief.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:22652|CHEBI:27470|CHEBI:31607||MONDO:0000755,"['CHEBI:22652', 'CHEBI:27470', 'CHEBI:31607']",MONDO:0000755,common_comorbidity,0.8,False,"Ascorbic acid, folic acid, and ferrous fumarate are supplements often used together during pregnancy for nutritional support, not specifically targeting ectopic pregnancy mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:44423|UNII:3ZO554A4Q8||MONDO:0003664,"['CHEBI:44423', 'UNII:3ZO554A4Q8']",MONDO:0003664,mechanistically_synergistic,0.9,False,"Voxelotor and Hydroxyurea both target hemolytic anemia mechanisms, with Hydroxyurea reducing sickling and Voxelotor improving hemoglobin function.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:3374|CHEBI:44445||NCIT:C3244,"['CHEBI:3374', 'CHEBI:44445']",NCIT:C3244,mechanistically_synergistic,0.9,False,Capsaicin and Nimesulide both target pain and inflammation mechanisms relevant to musculoskeletal pain.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:10650|CHEBI:7476||UMLS:C1740836,"['CHEBI:10650', 'CHEBI:7476']",UMLS:C1740836,mechanistically_synergistic,0.95,False,Sumatriptan and Naproxen are often combined to treat acute migraine by targeting different aspects of migraine pathophysiology.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:17439|CHEBI:27470||MONDO:0020696,"['CHEBI:17439', 'CHEBI:27470']",MONDO:0020696,mechanistically_synergistic,0.95,False,Both Cyanocobalamin (B12) and Folic acid are used together to treat vitamin B12 deficiency by addressing related metabolic pathways.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:31498|CHEBI:4514||HP:0011848,"['CHEBI:31498', 'CHEBI:4514']",HP:0011848,mechanistically_synergistic,0.85,False,"Dimethicone reduces gas bubbles; Dicyclomine relieves smooth muscle spasms, both targeting abdominal colic symptoms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:231344|CHEBI:68534||MONDO:0010239,"['CHEBI:231344', 'CHEBI:68534']",MONDO:0010239,other,0.6,True,Enzalutamide and Talazoparib target prostate cancer and DNA repair respectively; no known mechanistic synergy or common comorbidity with lissencephaly type 1.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:2668|CHEBI:9927||HP:0002757,"['CHEBI:2668', 'CHEBI:9927']",HP:0002757,other,0.6,True,Valsartan and Amlodipine are antihypertensives; their direct mechanistic link to recurrent fractures is unclear.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:4672|UNII:5384HK7574|UNII:K16AIQ8CTM||MONDO:0024883,"['CHEBI:4672', 'UNII:5384HK7574', 'UNII:K16AIQ8CTM']",MONDO:0024883,mechanistically_synergistic,0.9,False,"Pertuzumab, Docetaxel, and Trastuzumab deruxtecan are used together in cancer treatment, targeting tumor mechanisms relevant to embolism in tumor context.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:28971|CHEBI:9321||UMLS:C1112209,"['CHEBI:28971', 'CHEBI:9321']",UMLS:C1112209,mechanistically_synergistic,0.95,False,Sulbactam is a beta-lactamase inhibitor combined with ampicillin to enhance antibacterial efficacy against abdominal infections.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:28748|CHEBI:52717||UMLS:C0151773,"['CHEBI:28748', 'CHEBI:52717']",UMLS:C0151773,side_effect_relief,0.85,False,Bortezomib is used to mitigate side effects like bone marrow depression caused by Doxorubicin in cancer treatment.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:28544|CHEBI:4551|CHEBI:77733||NCIT:C92716,"['CHEBI:28544', 'CHEBI:4551', 'CHEBI:77733']",NCIT:C92716,mechanistically_synergistic,0.9,False,"Verapamil, Digitoxin, and Digoxin all affect cardiac function and can be used to manage fetal heart rate through their cardiac effects.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:17246|CHEBI:53248||MONDO:0006733,"['CHEBI:17246', 'CHEBI:53248']",MONDO:0006733,other,0.6,True,"Povidone is a lubricant used for dry eye; hydroxyethylene lacks clear therapeutic role for dry eye, unclear synergy.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:3001|CHEBI:7507||MONDO:0021340,"['CHEBI:3001', 'CHEBI:7507']",MONDO:0021340,mechanistically_synergistic,0.85,False,Framycetin is an antibiotic and beclomethasone is a corticosteroid; combined use targets infection and inflammation in intertrigo.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:15640|CHEBI:29034||HP:0100507,"['CHEBI:15640', 'CHEBI:29034']",HP:0100507,mechanistically_synergistic,0.85,False,"Leucovorin is used to treat folate deficiency; ferric cation may support hematologic function, jointly addressing reduced blood folate concentration.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:7507|CHEBI:8310|CHEBI:8378||MONDO:0006668,"['CHEBI:7507', 'CHEBI:8310', 'CHEBI:8378']",MONDO:0006668,mechanistically_synergistic,0.9,False,"Polymyxin B and Framycetin are antibiotics targeting bacterial infection; Prednisolone reduces inflammation in bacterial conjunctivitis, jointly addressing disease mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:4470|CHEBI:8093|CHEBI:84116||HP:0000989,"['CHEBI:4470', 'CHEBI:8093', 'CHEBI:84116']",HP:0000989,other,0.7,True,"Dextromethorphan, Phenylephrine, and Triprolidine are primarily used for cough, nasal congestion, and allergies; their joint use for pruritus is unclear and not mechanistically synergistic.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:135538|CHEBI:5088||MONDO:0006032,"['CHEBI:135538', 'CHEBI:5088']",MONDO:0006032,other,0.6,True,Flavoxate is used to relieve urinary symptoms in cystitis; Propyphenazone is an analgesic but not specifically synergistic for cystitis treatment.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:5778|CHEBI:9927||HP:0002757,"['CHEBI:5778', 'CHEBI:9927']",HP:0002757,other,0.6,True,Valsartan and Hydrochlorothiazide are antihypertensives; their relation to recurrent fractures is unclear and not mechanistically synergistic.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:6801|CHEBI:73274||MONDO:0005148,"['CHEBI:6801', 'CHEBI:73274']",MONDO:0005148,mechanistically_synergistic,0.95,False,Canagliflozin and Metformin are both antidiabetic drugs used together to improve glycemic control in type 2 diabetes.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:135735|CHEBI:135849||MONDO:0001162,"['CHEBI:135735', 'CHEBI:135849']",MONDO:0001162,mechanistically_synergistic,0.85,False,Delapril (an ACE inhibitor) and Manidipine (a calcium channel blocker) are both antihypertensives that can synergistically affect neurological symptoms like disinhibition through vascular and neurochemical mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:75045|CHEBI:75998||NCIT:C35529,"['CHEBI:75045', 'CHEBI:75998']",NCIT:C35529,mechanistically_synergistic,0.95,False,"Dabrafenib and Trametinib are often combined to target MAPK pathway in cancers, relevant to lymph node involvement in melanoma.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
